Row ID,MK-Molecule ChEMBL ID,MK-Compound Key,MK-Standard Type,MK-Standard Relation,MK-Standard Value,MK-Standard Units,MK-Document ChEMBL ID,MK-Canonical SMILES,fp2_fp
Row62,CHEMBL1771770,6c,IP,=,370,nM,CHEMBL1770115,O=C([O-])c1cn(C/C=C/c2cccc(F)c2)c2c(F)cccc2c1=O,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110000000000000000000000000000000000010001000001100000000000000101000000000101000000000000001000000001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001000000000001000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000100000000000000010000000000100000000110000000000000000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010100000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000001100000100000100000000000000000000001100100000001000000000100000000000000000000000000000
Row63,CHEMBL1771770,6c,IP,=,370,nM,CHEMBL1770115,O=C(O)c1cn(C/C=C/c2cccc(F)c2)c2c(F)cccc2c1=O,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110000000000000000000000000000000000010001000001100000000000000101000000000101000000000000001000000001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001000000000001000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000100000000000000010000000000100000000110000000000000000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010100000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000001100000100000100000000000000000000001100100000001000000000100000000000000000000000000000
Row64,CHEMBL1771771,6d,IP,=,120,nM,CHEMBL1770115,O=C([O-])c1cn(C/C=C/c2ccc(F)cc2)c2c(F)cccc2c1=O,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110000000000000000000000000000000000010001000001100000000000000101000000000101000000000000001000000001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000001001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000101000000000000010000000000100000000110000000000000000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000001100100000001000000000100000000000000000000000000000
Row65,CHEMBL1771771,6d,IP,=,120,nM,CHEMBL1770115,O=C(O)c1cn(C/C=C/c2ccc(F)cc2)c2c(F)cccc2c1=O,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110000000000000000000000000000000000010001000001100000000000000101000000000101000000000000001000000001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000001001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000101000000000000010000000000100000000110000000000000000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000001100100000001000000000100000000000000000000000000000
Row66,CHEMBL1771773,6f,IP,=,250,nM,CHEMBL1770115,Cc1cccc(/C=C/Cn2cc(C(=O)[O-])c(=O)c3cccc(F)c32)c1,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110010000000000000000000000001000000010001000001100000000000000101000000000101000000000000001000000001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000100000000000000010000000000100000000110000000000000000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000110000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000001100100000001000000000100000000000000000000000000000
Row67,CHEMBL1771773,6f,IP,=,250,nM,CHEMBL1770115,Cc1cccc(/C=C/Cn2cc(C(=O)O)c(=O)c3cccc(F)c32)c1,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110010000000000000000000000001000000010001000001100000000000000101000000000101000000000000001000000001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000100000000000000010000000000100000000110000000000000000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000110000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000001100100000001000000000100000000000000000000000000000
Row68,CHEMBL1771777,6j,IP,=,380,nM,CHEMBL1770115,COc1ccc(/C=C/Cn2cc(C(=O)[O-])c(=O)c3cccc(F)c32)cc1,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110000000000000000000000100000000000010001000001100000000000000101000000000101000000000000001000100001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001100000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000001000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000011000010000000000100000010000000010000000000100000000110000000000100000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000001100000100000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000010000100000100000100000000100000100000001100100000001000000000100000000000000000000000000000
Row69,CHEMBL1771777,6j,IP,=,380,nM,CHEMBL1770115,COc1ccc(/C=C/Cn2cc(C(=O)O)c(=O)c3cccc(F)c32)cc1,0000000000100000000000000000000000000000000010000001000000010001100000010000100010110000000000000000000000100000000000010001000001100000000000000101000000000101000000000000001000100001000011000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101000000001100000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000001000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000011000010000000000100000010000000010000000000100000000110000000000100000000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000001100000100000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000010000100000100000100000000100000100000001100100000001000000000100000000000000000000000000000
Row70,CHEMBL1771778,6k,IP,=,320,nM,CHEMBL1770115,O=C([O-])c1cn(C/C=C/c2ccc(Cl)cc2)c2c(F)cccc2c1=O,0000000000100000001000000000000000000000000010000001000000010001100000010000100010110000000000000000000000000000000000010001000001100000000000000101000000000101000000000000001000010001000011000000000000000000000000000000000010000000000000100001000000000000000110000000000000000101000000001000000000000000000000001000001000001111011010001011000000001100000000000000000000000000000000011000000000000000000000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000100000000000000010000000000100000000110000000000010000000010001000000001100000000000000000100011000000000001010001000000000000000000000000000000000001100010000010000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000001100100000001000000000100000000000001000000000000000
Row71,CHEMBL1771778,6k,IP,=,320,nM,CHEMBL1770115,O=C(O)c1cn(C/C=C/c2ccc(Cl)cc2)c2c(F)cccc2c1=O,0000000000100000001000000000000000000000000010000001000000010001100000010000100010110000000000000000000000000000000000010001000001100000000000000101000000000101000000000000001000010001000011000000000000000000000000000000000010000000000000100001000000000000000110000000000000000101000000001000000000000000000000001000001000001111011010001011000000001100000000000000000000000000000000011000000000000000000000001000000000000000000000000100001000000000000100010100001100000000001000001000000000010000000000000000001000011000000000000001100000000000001000010000000000100000000000000010000000000100000000110000000000010000000010001000000001100000000000000000100011000000000001010001000000000000000000000000000000000001100010000010000000000001100000000100000000000000001001000000000000010000000000000000000000000000100000000000100000000000100001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000001100100000001000000000100000000000001000000000000000
Row72,CHEMBL1771784,7,IP,=,80,nM,CHEMBL1770115,O=C([O-])c1cn(Cc2ccc3ccccc3c2)c2c(F)cccc2c1=O,0000000000100000000000000000000000000000000010000001000000000001100010010000000010110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101010000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000000000000000000000000000000000000001000000000000100000000001100000000001000001000000000000000000000000000000001011000000000000001100000000000000000010000000000100000000000000000000000000100000000110000000000000010000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000000000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000101100100000001000000000100000000000000000000000000000
Row73,CHEMBL1771784,7,IP,=,80,nM,CHEMBL1770115,O=C(O)c1cn(Cc2ccc3ccccc3c2)c2c(F)cccc2c1=O,0000000000100000000000000000000000000000000010000001000000000001100010010000000010110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001000000000000000110000000000000000101010000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000000000000000000000000000000000000001000000000000100000000001100000000001000001000000000000000000000000000000001011000000000000001100000000000000000010000000000100000000000000000000000000100000000110000000000000010000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000000000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000000000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000101100100000001000000000100000000000000000000000000000
Row74,CHEMBL1771785,8,IP,=,266,nM,CHEMBL1770115,O=C([O-])c1cn(Cc2ccc3ccccc3c2)c2c(F)ccc(F)c2c1=O,0000000000100000000000000000000000000000000010000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001000001000000000110000000000000000101010000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000001001000000000000000000000000000001000000000000100000010001100000000001000001000000000000000000000000000000001011000000000000001100000000000000000010000000000100010000000000000000000000100000000110000000000000010000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000001000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000101100100000001000000000100000000000000000000000000000
Row75,CHEMBL1771785,8,IP,=,266,nM,CHEMBL1770115,O=C(O)c1cn(Cc2ccc3ccccc3c2)c2c(F)ccc(F)c2c1=O,0000000000100000000000000000000000000000000010000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001000001000000000110000000000000000101010000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000001001000000000000000000000000000001000000000000100000010001100000000001000001000000000000000000000000000000001011000000000000001100000000000000000010000000000100010000000000000000000000100000000110000000000000010000010001000000001000000000000000000000011000000000001010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000001000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000110000000000000100000100000100000000000000000000101100100000001000000000100000000000000000000000000000
Row76,CHEMBL1771787,9c,IP,=,459,nM,CHEMBL1770115,O=C([O-])c1cn(Cc2ccc3ncccc3c2)c2cccc(F)c2c1=O,0000000000100000000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001000001000000000110000000000000000101010000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000001000000000000000000000000000000001000000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000000010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000001000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000100000000000000100000100000100000000000000000000101100100000001000000000100000000000000000000000000000
Row77,CHEMBL1771787,9c,IP,=,459,nM,CHEMBL1770115,O=C(O)c1cn(Cc2ccc3ncccc3c2)c2cccc(F)c2c1=O,0000000000100000000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001000001000000000110000000000000000101010000001000000000000000000000001000001000001111001010001011000000001100000000000000000000000000000000011000000000000000000001000000000000000000000000000000001000000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000000010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000001000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000100000000000000100000100000100000000000000000000101100100000001000000000100000000000000000000000000000
Row78,CHEMBL1771789,9e,IP,=,142,nM,CHEMBL1770115,Cn1cc2cc(Cn3cc(C(=O)[O-])c(=O)c4c(F)cccc43)ccc2n1,0000001000100001000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001010001000000000110000000000000000111011000001000000000001000000000001000001000001111001010001111000000011100000000000000000000000000000000011000000000100000001001100000000000000000000000000000001100000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000100010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000101000000001110000000110000000000000000010000000000100000110000000000000000100001100000100000000100000000000000100000100000100000000100000100000111100100000001000000000110000000000000000000000000000
Row79,CHEMBL1771789,9e,IP,=,142,nM,CHEMBL1770115,Cn1cc2cc(Cn3cc(C(=O)O)c(=O)c4c(F)cccc43)ccc2n1,0000001000100001000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001010001000000000110000000000000000111011000001000000000001000000000001000001000001111001010001111000000011100000000000000000000000000000000011000000000100000001001100000000000000000000000000000001100000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000100010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000101000000001110000000110000000000000000010000000000100000110000000000000000100001100000100000000100000000000000100000100000100000000100000100000111100100000001000000000110000000000000000000000000000
Row80,CHEMBL1771790,9f,IP,=,72,nM,CHEMBL1770115,Cn1ncc2cc(Cn3cc(C(=O)[O-])c(=O)c4c(F)cccc43)ccc21,0000001000100001000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001010001000000000110000000000000000111011000001000000000001000000000001000001000001111001010001111000000011100000000000000000000000000000000011000000000100000001001100000000000000000000000000000001100000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000100010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000101000000001110000000110000000000000000010000000000100000110000000000000000100001100000100000000100000000000000100000100000100000000100000100000111100100000001000000000110000000000000000000000000000
Row81,CHEMBL1771790,9f,IP,=,72,nM,CHEMBL1770115,Cn1ncc2cc(Cn3cc(C(=O)O)c(=O)c4c(F)cccc43)ccc21,0000001000100001000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001010001000000000110000000000000000111011000001000000000001000000000001000001000001111001010001111000000011100000000000000000000000000000000011000000000100000001001100000000000000000000000000000001100000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000100010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000101000000001110000000110000000000000000010000000000100000110000000000000000100001100000100000000100000000000000100000100000100000000100000100000111100100000001000000000110000000000000000000000000000
Row82,CHEMBL1771791,9g,IP,=,104,nM,CHEMBL1770115,O=C([O-])c1cn(Cc2ccc3[nH]ncc3c2)c2cccc(F)c2c1=O,0000001000100001000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001010001000000000110000000000000000111010000001000000000001000000000001000001000001111001010001011000000011100000000000000000000000000000000011000000000100000001001100000000000000000000000000000001100000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000100010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000101000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000100000000000000100000100000100000000100000100000101100100000001000000000100000000000000000000000000000
Row83,CHEMBL1771791,9g,IP,=,104,nM,CHEMBL1770115,O=C(O)c1cn(Cc2ccc3[nH]ncc3c2)c2cccc(F)c2c1=O,0000001000100001000000000000000000000000000000000001000000000001100010010000000011110000000000000000000000000000000000010001000001100000000000000001000000000100000000000000000000000000000010000000000000000000000000000000000010000000000000000001010001000000000110000000000000000111010000001000000000001000000000001000001000001111001010001011000000011100000000000000000000000000000000011000000000100000001001100000000000000000000000000000001100000000000100000010000100000000001000001000000000000000000000000000000000011000000000000001100000000000000000010000000000000010000000000000000000000100000000110000000000100010000010001000000000000000000000000000000011000000000000010001000000000000000000000000000000000001100010000000001000000001100000000100000000000100001000000000000000000100000000000000000000000000000000000000000000101000000001110000000110000000000000000010000000000100000100000000000000000100001100000100000000100000000000000100000100000100000000100000100000101100100000001000000000100000000000000000000000000000
Row84,CHEMBL1800283,4u,IP,=,244,nM,CHEMBL1799933,N#CC1(c2cc(F)ccn2)CC[NH+](Cc2cc(C(=O)[O-])c(=O)n3ccccc23)CC1,0000000010110000000000000000001010000000000000000001000000000011101010000000000000110000100000000001000001000000000001010000000000100000010000000000000000000100100000010000000000000000000010001010000000000000000000000000000110000000000000000001000001000000000111000001000000000101000000001000001000010001000000001000001000001011001010101011000000001100000000000100000000000000000000111100000000100000000000000000000100001000000000000000001000000000000100000000000000000000001100000000000000000000001000010000000000011000000000000001100000101000000000010001000000100100000000000000000000000100000000110000000000100000000010001000000000000000000000000000000011000000100001010001000000000000100011100101100100000011100100100000101000000001000000000100100000000000001100000000000000000110000000000010001000000010000000010000000000000100000000110000000100000000000000000010001000000100000100000000000000000100001110000100000000100100000000000100001100000100000000100000100000101000100000001100000000101000000000000000000000000100
Row85,CHEMBL1800283,4u,IP,=,244,nM,CHEMBL1799933,N#CC1(c2cc(F)ccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,0000000010110000000000000000001010000000000000000001000000000011101010000000000000110000100000000001000001000000000001010000000000100000010000000000000000000100100000010000000000000000000010001010000000000000000000000000000110000000000000000001000001000000000111000001000000000101000000001000001000010001000000001000001000001011001010101011000000001100000000000100000000000000000000111100000000100000000000000000000100001000000000000000001000000000000100000000000000000000001100000000000000000000001000010000000000011000000000000001100000101000000000010001000000100100000000000000000000000100000000110000000000100000000010001000000000000000000000000000000011000000100001010001000000000000100011100101100100000011100100100000101000000001000000000100100000000000001100000000000000000110000000000010001000000010000000010000000000000100000000110000000100000000000000000010001000000100000100000000000000000100001110000100000000100100000000000100001100000100000000100000100000101000100000001100000000101000000000000000000000000100
Row86,CHEMBL1800284,4v,IP,=,224,nM,CHEMBL1799933,COc1ccnc(C2(C#N)CC[NH+](Cc3cc(C(=O)[O-])c(=O)n4ccccc34)CC2)c1,0000000010110000000100100000001010000000000000000001000000010011101010000000000000110000100000000001000001100000000000010000000000000000010000000000000000000100100000010000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000000000100000000000000000000111100000000100000000100000000000100001000000000000000101000000000000100000000000000000000001100000000000000000000001000010000000000011000000000000001100000101000000000010001000000100100010000000000000000000000000000110000001000100000000010001000000000000000000000000000000011000000100001010001000000000000100011100101100100000011100100000000100000000001000000000100100000000000001100000000100000000110000000000010001000000010000000010000000000000100000000110000000100000000000000010010001000000100000100000000000000000100001110000100000000000100000010000100001100000100000000100000100000101000100000001110000100101000000000000000000000000100
Row87,CHEMBL1800284,4v,IP,=,224,nM,CHEMBL1799933,COc1ccnc(C2(C#N)CCN(Cc3cc(C(=O)O)c(=O)n4ccccc34)CC2)c1,0000000010110000000100100000001010000000000000000001000000010011101010000000000000110000100000000001000001100000000000010000000000000000010000000000000000000100100000010000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000000000100000000000000000000111100000000100000000100000000000100001000000000000000101000000000000100000000000000000000001100000000000000000000001000010000000000011000000000000001100000101000000000010001000000100100010000000000000000000000000000110000001000100000000010001000000000000000000000000000000011000000100001010001000000000000100011100101100100000011100100000000100000000001000000000100100000000000001100000000100000000110000000000010001000000010000000010000000000000100000000110000000100000000000000010010001000000100000100000000000000000100001110000100000000000100000010000100001100000100000000100000100000101000100000001110000100101000000000000000000000000100
Row88,CHEMBL1800285,4i,IP,=,135,nM,CHEMBL1799933,N#CC1(c2ccccn2)CC[NH+](Cc2cc(C(=O)[O-])c(=O)n3ccccc23)CC1,0000000010110000000000000000001010000000000000000001000000000011101010000000000000110000100000000001000001000000000000010000000000000000010000000000000000000100100000010000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000000000100000000000000000000111100000000100000000000000000000100001000000000000000001000000000000100000000000000000000001100000000000000000000001000010000000000011000000000000001100000101000000000010001000000100100000000000000000000000000000000110000000000100000000010001000000000000000000000000000000011000000100001010001000000000000100011100101100100000011100100000000100000000001000000000100100000000000001100000000000000000110000000000010001000000010000000010000000000000100000000110000000100000000000000000010001000000100000100000000000000000100001110000100000000000100000000000100001100000100000000100000100000101000100000001100000000101000000000000000000000000100
Row89,CHEMBL1800285,4i,IP,=,135,nM,CHEMBL1799933,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,0000000010110000000000000000001010000000000000000001000000000011101010000000000000110000100000000001000001000000000000010000000000000000010000000000000000000100100000010000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000000000100000000000000000000111100000000100000000000000000000100001000000000000000001000000000000100000000000000000000001100000000000000000000001000010000000000011000000000000001100000101000000000010001000000100100000000000000000000000000000000110000000000100000000010001000000000000000000000000000000011000000100001010001000000000000100011100101100100000011100100000000100000000001000000000100100000000000001100000000000000000110000000000010001000000010000000010000000000000100000000110000000100000000000000000010001000000100000100000000000000000100001110000100000000000100000000000100001100000100000000100000100000101000100000001100000000101000000000000000000000000100
Row90,CHEMBL1800879,4a,IP,=,151,nM,CHEMBL1799933,N#CC1(c2ccccc2)CC[NH+](Cc2cc(C(=O)[O-])c(=O)n3ccccc23)CC1,0000000010110000000000000000000010000000000000000001000000000011101010000000000000110000000000000000000001000000000000010000000000000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000000000100000000000000000000011100000000100000000000000000000100000000000000000000001000000000000100000000000000000000001000000000000000000000001000010000000000011000000000000001100000001000000000010001000000000100000000000000000000000000000000110000000000100000000010001000000000000000000000000000000011000000000001010001000000000000000001100101100100000011100110000000100000000001000000000100100000000000001100000000000000000110000000000010001000000000000000010000000000000100000000110000000100000000000000000010000000000100000100000000000000000100001110000100000000000000000000000100001100000100000000000000000000101000100000001100000000100000000000000000000000000100
Row91,CHEMBL1800879,4a,IP,=,151,nM,CHEMBL1799933,N#CC1(c2ccccc2)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,0000000010110000000000000000000010000000000000000001000000000011101010000000000000110000000000000000000001000000000000010000000000000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000000000100000000000000000000011100000000100000000000000000000100000000000000000000001000000000000100000000000000000000001000000000000000000000001000010000000000011000000000000001100000001000000000010001000000000100000000000000000000000000000000110000000000100000000010001000000000000000000000000000000011000000000001010001000000000000000001100101100100000011100110000000100000000001000000000100100000000000001100000000000000000110000000000010001000000000000000010000000000000100000000110000000100000000000000000010000000000100000100000000000000000100001110000100000000000000000000000100001100000100000000000000000000101000100000001100000000100000000000000000000000000100
Row92,CHEMBL1800881,4c,IP,=,81,nM,CHEMBL1799933,N#CC1(c2ccccc2F)CC[NH+](Cc2cc(C(=O)[O-])c(=O)n3ccccc23)CC1,0000000010110000000000000000000010000000000000000001000000000011101010100000000010110000000000000000000001000000000000010000000001000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000100000100000000000000000000011100000000100000000000000000000100000000000000000000001000000000000100000000000000000000001000000000000000100000001000010100000000011000000000000001100000001000000000010001000000000100000000000000000000000100000000110000000000100000000010001000000000000000000000000000000011000000000001010001000000000000000001100101100100000011100110000000100000000001000000000100100000000000001100000000000000000110000000000010001000000000000000010000000000000100000001110000000100000000000000000010000000100100000100000000000000000100001110000100000000100000000000000100001100000100000000000000000000101000100000001100000000100000000000000000000000000100
Row93,CHEMBL1800881,4c,IP,=,81,nM,CHEMBL1799933,N#CC1(c2ccccc2F)CCN(Cc2cc(C(=O)O)c(=O)n3ccccc23)CC1,0000000010110000000000000000000010000000000000000001000000000011101010100000000010110000000000000000000001000000000000010000000001000000000000000000000000000100100000000000000000000000000010000010000000000000000000000000000110000000000000000001000000000000000111000001000000000101000000001000000000010001000000001000001000001011001010001011000000001100000100000100000000000000000000011100000000100000000000000000000100000000000000000000001000000000000100000000000000000000001000000000000000100000001000010100000000011000000000000001100000001000000000010001000000000100000000000000000000000100000000110000000000100000000010001000000000000000000000000000000011000000000001010001000000000000000001100101100100000011100110000000100000000001000000000100100000000000001100000000000000000110000000000010001000000000000000010000000000000100000001110000000100000000000000000010000000100100000100000000000000000100001110000100000000100000000000000100001100000100000000000000000000101000100000001100000000100000000000000000000000000100
